id,first_name,last_name,email,gender,ip_address,trade_id,stock_symbol,trade_date,trade_time,trade_price,trade_quantity,buyer_id,seller_id,trade_type,commission_fee
790,Olimpia,Kid,okidlx@japanpost.jp,Bigender,236.11.248.206,790,GOOGL,9/27/2021,23,132.0,387,790,790,sell,55.16
791,Graehme,O'Toole,gotoolely@ameblo.jp,Male,170.172.139.5,791,GOOGL,1/7/2021,9,608.91,37,791,791,sell,42.38
792,Kari,Beacham,kbeachamlz@sina.com.cn,Female,43.85.101.205,792,AAPL,2/28/2021,6,613.53,856,792,792,sell,52.59
793,Jacquelin,Mutton,jmuttonm0@elegantthemes.com,Female,206.190.72.212,793,AAPL,11/17/2021,6,202.46,202,793,793,buy,76.27
794,Marlin,Iaduccelli,miaduccellim1@goo.gl,Genderfluid,222.168.147.46,794,AAPL,11/5/2021,18,919.23,998,794,794,sell,46.8
795,Tiffie,Dudman,tdudmanm2@intel.com,Female,139.205.225.176,795,AAPL,5/13/2020,13,759.81,822,795,795,buy,17.32
796,Leonerd,Clemson,lclemsonm3@pbs.org,Male,241.72.71.211,796,GOOGL,6/18/2021,16,776.78,458,796,796,buy,60.9
797,Alick,Widdall,awiddallm4@mit.edu,Male,151.174.12.118,797,FB,8/22/2021,5,71.04,748,797,797,buy,54.67
798,Ailene,Cudby,acudbym5@1688.com,Female,175.119.168.246,798,AAPL,5/16/2020,0,233.04,933,798,798,sell,97.69
799,Chariot,Beccero,cbeccerom6@comsenz.com,Male,76.44.44.121,799,AMZN,10/3/2021,1,741.14,831,799,799,buy,31.97
800,Kissie,Stevenson,kstevensonm7@51.la,Female,210.35.1.93,800,MSFT,10/9/2021,4,468.22,252,800,800,sell,35.62
801,Derron,Macken,dmackenm8@g.co,Male,8.161.49.195,801,FB,10/30/2021,2,49.85,904,801,801,sell,26.61
802,Justinian,Benkin,jbenkinm9@paypal.com,Male,118.102.209.142,802,GOOGL,10/12/2020,17,273.18,658,802,802,sell,86.27
803,Gabbi,Baldry,gbaldryma@miibeian.gov.cn,Female,43.36.154.190,803,AAPL,7/26/2021,4,164.68,313,803,803,buy,72.05
804,Greer,Donaway,gdonawaymb@purevolume.com,Female,80.84.110.235,804,FB,6/27/2020,13,157.8,635,804,804,buy,74.34
805,Jeannette,Landers,jlandersmc@netscape.com,Agender,63.93.222.86,805,AAPL,3/13/2021,10,450.36,22,805,805,sell,98.17
806,Peggy,Newell,pnewellmd@wordpress.org,Female,139.243.111.45,806,FB,10/4/2020,21,296.84,433,806,806,buy,92.96
807,Brit,Meers,bmeersme@wix.com,Male,72.240.129.146,807,MSFT,3/27/2020,17,8.42,675,807,807,sell,22.55
808,Lindy,Casero,lcaseromf@free.fr,Female,138.173.40.219,808,GOOGL,2/24/2020,7,938.26,170,808,808,buy,45.88
809,Dion,Gowthrop,dgowthropmg@digg.com,Male,202.149.182.164,809,GOOGL,12/10/2021,19,652.36,221,809,809,buy,10.71
810,Ashbey,Elstob,aelstobmh@webeden.co.uk,Male,190.66.174.132,810,AAPL,1/16/2020,4,616.31,377,810,810,buy,70.28
811,John,Souster,jsoustermi@google.com.br,Male,238.200.1.36,811,MSFT,6/15/2020,20,486.56,769,811,811,buy,67.18
812,Sterne,Toohey,stooheymj@jugem.jp,Male,172.101.63.36,812,AAPL,5/6/2021,3,386.57,593,812,812,buy,1.86
813,Abigael,Siddon,asiddonmk@loc.gov,Female,13.114.101.224,813,FB,11/7/2021,19,681.83,57,813,813,buy,41.09
814,Ilise,Vinden,ivindenml@yahoo.co.jp,Female,232.72.189.220,814,MSFT,5/11/2021,10,256.95,325,814,814,sell,20.18
815,Felicia,Axelbee,faxelbeemm@ibm.com,Female,245.253.95.199,815,MSFT,8/16/2021,17,707.02,829,815,815,buy,15.12
816,Jaquelyn,Gingedale,jgingedalemn@sbwire.com,Female,176.165.35.110,816,AMZN,10/19/2020,9,160.41,395,816,816,sell,84.86
817,Chrysler,Crease,ccreasemo@vimeo.com,Female,80.83.155.144,817,AMZN,11/7/2020,12,262.26,209,817,817,sell,90.7
818,Rodge,Hearsum,rhearsummp@jiathis.com,Male,198.152.97.186,818,FB,2/21/2020,12,480.57,934,818,818,buy,19.87
819,Gawain,Proffer,gproffermq@blogtalkradio.com,Male,7.99.197.146,819,AMZN,9/16/2021,1,852.65,135,819,819,sell,64.8
820,Nico,Rolf,nrolfmr@rakuten.co.jp,Male,145.156.13.173,820,FB,2/27/2020,0,352.34,48,820,820,sell,13.27
821,Shandy,Ansell,sansellms@4shared.com,Female,31.148.201.156,821,GOOGL,2/9/2020,1,767.99,195,821,821,sell,67.58
822,Saba,Iannello,siannellomt@disqus.com,Female,121.65.45.86,822,GOOGL,2/23/2020,11,426.14,348,822,822,sell,10.88
823,Flossy,Pottberry,fpottberrymu@delicious.com,Female,44.122.47.72,823,FB,4/8/2020,3,526.63,883,823,823,buy,18.15
824,Dexter,Chipp,dchippmv@ehow.com,Male,66.84.48.250,824,FB,2/26/2021,19,171.54,862,824,824,buy,81.25
825,Yasmin,Spira,yspiramw@hc360.com,Female,48.159.71.44,825,AAPL,11/10/2020,23,297.51,961,825,825,buy,92.0
826,Elsi,Casper,ecaspermx@twitter.com,Female,39.234.9.56,826,AAPL,6/27/2020,15,520.07,616,826,826,buy,90.84
827,Leonora,Coyish,lcoyishmy@nps.gov,Female,247.161.25.199,827,FB,5/1/2020,22,658.3,712,827,827,sell,26.76
828,Cammy,Flatley,cflatleymz@tamu.edu,Male,108.100.30.92,828,AAPL,1/23/2021,9,183.05,431,828,828,buy,28.99
829,Madalena,Damiral,mdamiraln0@mail.ru,Female,126.31.148.157,829,GOOGL,12/10/2020,18,475.85,275,829,829,buy,39.22
830,Maribeth,Gagg,mgaggn1@is.gd,Female,242.113.162.172,830,FB,8/3/2020,0,27.19,778,830,830,buy,95.54
831,Porter,Easdon,peasdonn2@godaddy.com,Male,230.114.184.104,831,AMZN,7/5/2021,17,748.38,247,831,831,sell,71.77
832,Bogart,Raulstone,braulstonen3@163.com,Male,214.228.212.204,832,MSFT,3/1/2020,17,90.28,564,832,832,sell,99.0
833,Jay,Barrack,jbarrackn4@mayoclinic.com,Male,247.70.159.43,833,MSFT,12/21/2020,0,6.94,915,833,833,sell,36.42
834,Coreen,Menault,cmenaultn5@sakura.ne.jp,Female,0.178.76.42,834,AAPL,7/1/2020,4,483.63,129,834,834,sell,24.33
835,Geordie,Hafner,ghafnern6@scribd.com,Male,47.231.249.97,835,AAPL,8/13/2020,19,466.3,72,835,835,buy,56.44
836,Haleigh,MacSherry,hmacsherryn7@skyrock.com,Male,72.202.179.132,836,FB,12/16/2020,4,775.46,88,836,836,sell,69.15
837,Farlay,Doughartie,fdoughartien8@independent.co.uk,Male,242.84.126.236,837,AMZN,9/13/2021,21,894.37,568,837,837,sell,56.92
838,Minda,Shuttleworth,mshuttleworthn9@indiatimes.com,Female,178.6.151.176,838,AAPL,2/2/2021,0,823.65,198,838,838,buy,56.08
839,Keeley,Dalrymple,kdalrymplena@lycos.com,Female,146.94.17.153,839,MSFT,4/10/2021,8,101.7,25,839,839,sell,18.67
840,Kit,Rooms,kroomsnb@weebly.com,Female,207.180.25.51,840,AAPL,9/18/2021,8,450.78,268,840,840,sell,40.85
841,Aviva,Mc Combe,amccombenc@zdnet.com,Female,10.73.131.62,841,AAPL,5/27/2020,9,386.56,939,841,841,sell,7.93
842,Tobias,Danzey,tdanzeynd@shareasale.com,Male,59.179.183.83,842,MSFT,4/21/2021,20,459.51,627,842,842,sell,88.72
843,Gennie,Vedstra,gvedstrane@xinhuanet.com,Female,237.72.78.231,843,MSFT,6/24/2021,17,784.24,158,843,843,buy,24.71
844,Tremaine,Clappson,tclappsonnf@comsenz.com,Male,183.47.102.41,844,FB,11/24/2021,12,643.24,186,844,844,buy,40.99
845,Sydelle,Ferneley,sferneleyng@google.nl,Female,40.189.124.12,845,MSFT,6/26/2020,14,282.41,711,845,845,buy,51.48
846,Kerwin,Bowick,kbowicknh@columbia.edu,Male,119.116.205.247,846,AAPL,9/14/2020,16,727.83,447,846,846,buy,8.71
847,Neda,Galiford,ngalifordni@netlog.com,Female,204.114.198.160,847,AAPL,12/5/2021,18,291.57,790,847,847,buy,78.88
848,Corey,Mandel,cmandelnj@tmall.com,Polygender,128.50.56.173,848,AMZN,5/22/2021,5,969.67,730,848,848,buy,26.63
849,Ricky,Libri,rlibrink@japanpost.jp,Male,143.35.145.47,849,AMZN,8/19/2021,8,462.32,785,849,849,sell,18.78
850,Vite,Dackombe,vdackombenl@wordpress.org,Male,68.128.60.235,850,GOOGL,10/31/2020,6,710.69,128,850,850,sell,98.62
851,Marge,Skerme,mskermenm@ustream.tv,Female,77.23.172.216,851,MSFT,12/22/2020,21,935.01,609,851,851,buy,66.21
852,Ugo,Braffington,ubraffingtonnn@weebly.com,Male,249.226.83.182,852,MSFT,1/29/2020,12,458.43,300,852,852,sell,95.54
853,Caressa,Lusted,clustedno@fda.gov,Genderfluid,4.37.98.174,853,FB,5/17/2021,12,27.32,302,853,853,sell,23.88
854,Clevie,Entissle,centisslenp@msn.com,Male,158.192.71.136,854,AAPL,8/2/2021,6,608.2,268,854,854,buy,34.83
855,Holli,Baack,hbaacknq@census.gov,Female,182.213.178.246,855,AAPL,11/7/2021,18,826.79,732,855,855,buy,22.81
856,Liesa,Panas,lpanasnr@mapy.cz,Female,113.123.155.96,856,FB,3/27/2020,1,212.67,702,856,856,buy,85.48
857,Vale,Nowakowski,vnowakowskins@columbia.edu,Polygender,253.224.178.77,857,MSFT,1/10/2020,12,242.88,31,857,857,sell,89.17
858,Colas,Dumelow,cdumelownt@naver.com,Male,191.149.84.102,858,AAPL,6/2/2020,13,335.77,832,858,858,buy,72.55
859,Tannie,Derwin,tderwinnu@dyndns.org,Bigender,1.235.200.78,859,GOOGL,9/13/2020,9,405.46,360,859,859,sell,19.46
860,Dory,Hilldrop,dhilldropnv@list-manage.com,Female,215.162.154.39,860,FB,11/20/2021,21,927.84,444,860,860,buy,54.97
861,Rea,Buten,rbutennw@free.fr,Female,239.36.230.172,861,GOOGL,6/27/2020,21,570.94,230,861,861,sell,39.93
862,Essa,Ostler,eostlernx@lycos.com,Agender,220.35.251.169,862,AAPL,6/11/2020,23,608.2,726,862,862,sell,29.47
863,Masha,Crombleholme,mcrombleholmeny@vinaora.com,Female,190.249.139.21,863,AMZN,5/12/2021,17,841.13,721,863,863,sell,91.73
864,Gardy,Hitzke,ghitzkenz@ask.com,Genderfluid,166.158.75.142,864,GOOGL,2/21/2020,18,558.23,343,864,864,sell,32.0
865,Lita,Dimberline,ldimberlineo0@wordpress.com,Female,62.127.202.39,865,MSFT,4/8/2020,10,368.46,449,865,865,sell,78.5
866,Viole,Verrier,vverriero1@goo.ne.jp,Female,170.64.212.88,866,MSFT,12/2/2020,1,148.9,592,866,866,buy,51.47
867,Stanislas,Lerego,sleregoo2@vinaora.com,Male,83.166.184.89,867,GOOGL,8/10/2021,21,316.92,209,867,867,buy,84.33
868,Ofella,Kells,okellso3@netlog.com,Female,110.60.85.114,868,FB,2/4/2021,10,855.14,964,868,868,sell,1.97
869,Jimmy,Kingstne,jkingstneo4@irs.gov,Male,236.233.239.213,869,AAPL,2/1/2021,23,471.22,394,869,869,buy,55.03
870,Codie,Vasser,cvassero5@deliciousdays.com,Male,199.150.246.158,870,AAPL,12/20/2020,15,25.59,378,870,870,buy,22.14
871,Freedman,Spurgin,fspurgino6@narod.ru,Male,124.118.222.61,871,MSFT,3/2/2021,17,935.88,753,871,871,sell,49.78
872,Bruce,Kolushev,bkolushevo7@who.int,Male,47.94.174.178,872,AMZN,10/20/2020,9,12.99,852,872,872,sell,54.28
873,Gustavo,Malkinson,gmalkinsono8@ted.com,Male,147.84.196.63,873,FB,7/11/2021,2,279.19,7,873,873,sell,78.61
874,Noll,McSkin,nmcskino9@yelp.com,Male,90.251.211.51,874,FB,2/12/2021,16,590.01,130,874,874,sell,92.95
875,Elvira,Orhrt,eorhrtoa@miibeian.gov.cn,Female,39.94.41.126,875,AMZN,2/26/2021,18,164.7,914,875,875,buy,87.94
876,Maurie,Westhead,mwestheadob@aol.com,Male,204.198.137.84,876,AMZN,12/12/2020,20,821.33,159,876,876,buy,30.63
877,Daria,Britian,dbritianoc@domainmarket.com,Female,235.205.8.2,877,AAPL,7/1/2020,20,645.16,211,877,877,sell,29.15
878,Georgia,Brightey,gbrighteyod@arizona.edu,Female,187.132.39.1,878,MSFT,4/17/2021,17,801.73,16,878,878,buy,86.05
879,Roma,Joska,rjoskaoe@cam.ac.uk,Male,225.14.18.198,879,MSFT,5/15/2021,15,264.42,232,879,879,buy,55.53
880,Sayre,Towner,stownerof@taobao.com,Female,28.121.12.134,880,MSFT,12/15/2021,1,575.89,914,880,880,buy,48.5
881,Britte,Chason,bchasonog@washington.edu,Female,30.26.149.88,881,AAPL,6/20/2021,4,494.9,842,881,881,sell,94.47
882,Margo,Caseley,mcaseleyoh@pbs.org,Female,145.205.238.117,882,GOOGL,8/3/2021,9,590.21,944,882,882,buy,28.25
883,Nolie,Gorse,ngorseoi@dailymotion.com,Female,194.109.236.82,883,GOOGL,12/14/2020,13,661.86,853,883,883,buy,4.72
884,Lilla,Perell,lperelloj@economist.com,Female,133.126.88.94,884,AAPL,7/16/2021,4,496.23,903,884,884,sell,75.54
885,Moyra,Ottewill,mottewillok@columbia.edu,Female,145.209.227.143,885,AAPL,12/13/2021,3,846.76,391,885,885,buy,61.84
886,Leighton,McOnie,lmconieol@wordpress.com,Bigender,89.46.127.57,886,MSFT,7/13/2020,1,602.21,456,886,886,buy,12.32
887,Elladine,Dance,edanceom@kickstarter.com,Non-binary,190.144.176.253,887,MSFT,1/26/2020,11,479.02,884,887,887,buy,47.89
888,Moishe,Garmons,mgarmonson@google.co.uk,Male,126.17.109.164,888,AMZN,3/13/2020,17,358.22,856,888,888,buy,84.11
889,Belva,Cersey,bcerseyoo@netvibes.com,Female,240.45.111.59,889,AMZN,11/2/2020,15,678.28,605,889,889,buy,52.42
890,Pansy,Sine,psineop@nyu.edu,Agender,45.229.236.111,890,AMZN,3/29/2020,11,177.21,303,890,890,buy,8.74
891,Jayson,Heyworth,jheyworthoq@ca.gov,Male,35.180.161.92,891,MSFT,8/9/2020,23,399.77,74,891,891,buy,16.23
892,Giuseppe,Ligerton,gligertonor@list-manage.com,Male,20.94.224.99,892,GOOGL,6/27/2020,22,776.73,618,892,892,sell,8.81
893,Meg,Maddison,mmaddisonos@marriott.com,Female,110.51.230.150,893,AMZN,6/5/2020,0,361.68,963,893,893,buy,79.02
894,Mikaela,Yeaman,myeamanot@ftc.gov,Female,169.97.183.178,894,AMZN,3/23/2020,8,705.75,984,894,894,sell,25.74
895,Aaren,Bowell,abowellou@economist.com,Female,136.173.97.170,895,AAPL,6/27/2021,14,122.93,316,895,895,sell,61.17
896,Calhoun,Reekie,creekieov@bloomberg.com,Male,203.103.81.137,896,AMZN,9/2/2020,8,206.25,748,896,896,buy,61.01
897,Loretta,Ruit,lruitow@ebay.com,Female,68.219.63.16,897,AMZN,2/27/2020,4,848.37,354,897,897,sell,33.51
898,Cristy,Elvin,celvinox@altervista.org,Female,17.154.53.5,898,MSFT,12/5/2020,7,700.26,33,898,898,sell,67.62
899,Herb,Bluett,hbluettoy@dailymail.co.uk,Male,203.31.210.224,899,AMZN,9/14/2021,21,385.99,339,899,899,buy,35.49
900,Sherye,Skedge,sskedgeoz@purevolume.com,Female,247.58.69.150,900,GOOGL,5/19/2020,10,86.28,547,900,900,sell,18.96
901,Rudy,Pitt,rpittp0@tuttocitta.it,Male,75.39.135.145,901,MSFT,8/28/2021,1,439.36,71,901,901,buy,54.33
902,Kacie,Minor,kminorp1@blog.com,Female,215.182.204.172,902,GOOGL,6/4/2021,20,659.95,721,902,902,sell,80.51
903,Carver,Gionettitti,cgionettittip2@sakura.ne.jp,Male,17.90.104.152,903,MSFT,2/5/2020,13,631.39,66,903,903,buy,44.66
904,Virge,Battson,vbattsonp3@sciencedaily.com,Male,19.44.156.60,904,GOOGL,2/12/2020,14,410.3,999,904,904,buy,5.65
905,Caitrin,O'Lahy,colahyp4@github.com,Female,121.255.22.211,905,MSFT,9/11/2020,5,962.65,345,905,905,buy,45.27
906,Twyla,Garred,tgarredp5@globo.com,Female,21.197.216.91,906,GOOGL,5/15/2020,16,281.23,339,906,906,sell,12.0
907,Dyane,Burhill,dburhillp6@mysql.com,Polygender,197.139.228.170,907,FB,10/15/2021,20,373.51,82,907,907,sell,2.82
908,Ingunna,Hugli,ihuglip7@opera.com,Female,180.242.213.166,908,AMZN,8/3/2021,4,525.04,457,908,908,sell,60.6
909,Giulietta,Domke,gdomkep8@go.com,Female,210.11.209.178,909,GOOGL,6/5/2021,22,159.63,291,909,909,buy,87.59
910,Chickie,Bartlomieczak,cbartlomieczakp9@imdb.com,Polygender,219.252.77.106,910,GOOGL,12/3/2020,23,639.79,809,910,910,sell,60.25
911,Tonie,Noweak,tnoweakpa@hugedomains.com,Female,247.222.13.137,911,GOOGL,1/7/2021,12,687.63,441,911,911,sell,30.3
912,Glenn,Elstone,gelstonepb@dailymail.co.uk,Male,232.136.9.26,912,MSFT,9/20/2021,6,523.39,971,912,912,buy,60.77
913,Jammal,Swiers,jswierspc@instagram.com,Polygender,168.161.61.144,913,AMZN,9/13/2021,12,826.13,129,913,913,buy,36.04
914,Wilton,Wytchard,wwytchardpd@marketwatch.com,Male,53.67.110.37,914,AAPL,7/9/2020,14,241.02,694,914,914,buy,25.44
915,Leonelle,Aizik,laizikpe@themeforest.net,Female,252.8.169.235,915,MSFT,1/12/2020,2,777.29,546,915,915,sell,40.36
916,Aristotle,Le Franc,alefrancpf@imageshack.us,Male,157.87.223.132,916,AAPL,1/9/2021,3,214.92,186,916,916,buy,40.32
917,Terrence,Torresi,ttorresipg@jigsy.com,Male,210.80.2.1,917,FB,11/9/2021,12,209.8,671,917,917,sell,22.08
918,Honor,Burhouse,hburhouseph@yahoo.com,Female,188.112.208.225,918,MSFT,12/14/2021,17,678.82,133,918,918,buy,57.23
919,Isadore,Cosens,icosenspi@weibo.com,Male,113.0.248.231,919,AMZN,3/26/2021,0,732.65,273,919,919,sell,76.32
920,Kerby,Hamson,khamsonpj@msn.com,Polygender,94.247.120.114,920,AMZN,1/2/2021,2,306.31,671,920,920,buy,29.97
921,Cointon,McKeggie,cmckeggiepk@fastcompany.com,Male,153.56.220.58,921,AAPL,1/6/2021,11,146.02,912,921,921,buy,36.75
922,Clem,Bierton,cbiertonpl@ning.com,Male,12.178.96.183,922,GOOGL,5/18/2020,4,112.77,838,922,922,buy,19.47
923,Montague,Giovanetti,mgiovanettipm@kickstarter.com,Male,184.173.51.227,923,AMZN,6/12/2020,18,369.92,657,923,923,buy,62.93
924,Missie,Gittis,mgittispn@oracle.com,Female,235.175.225.82,924,FB,10/10/2020,23,439.11,451,924,924,sell,96.16
925,Isahella,Fishley,ifishleypo@ucoz.com,Female,154.51.250.128,925,AAPL,8/9/2020,14,166.41,61,925,925,buy,65.24
926,Lesli,Ager,lagerpp@ted.com,Female,81.225.165.18,926,MSFT,6/15/2020,10,690.89,504,926,926,sell,89.24
927,Dania,Hotton,dhottonpq@yellowpages.com,Female,20.109.19.228,927,GOOGL,6/13/2021,20,202.83,334,927,927,buy,16.66
928,Marie-jeanne,Mithon,mmithonpr@scientificamerican.com,Female,213.118.212.121,928,AMZN,5/18/2020,7,873.9,901,928,928,sell,17.11
929,Henderson,Sumpter,hsumpterps@biglobe.ne.jp,Male,37.186.235.168,929,GOOGL,5/24/2021,4,384.34,76,929,929,sell,74.82
930,Wilma,Simony,wsimonypt@biglobe.ne.jp,Female,136.39.72.60,930,FB,3/13/2021,8,920.76,357,930,930,buy,91.81
931,Hana,Bunhill,hbunhillpu@nytimes.com,Female,209.235.178.46,931,AAPL,2/22/2021,23,654.73,244,931,931,buy,62.89
932,Corry,Terrelly,cterrellypv@ifeng.com,Female,96.176.80.183,932,MSFT,7/11/2020,11,497.35,666,932,932,sell,68.31
933,Wallie,Borsnall,wborsnallpw@weather.com,Male,61.121.44.131,933,AAPL,9/30/2021,17,309.39,637,933,933,sell,37.77
934,Blanch,Gheorghie,bgheorghiepx@flavors.me,Female,132.247.83.121,934,FB,9/6/2020,5,261.8,360,934,934,sell,75.66
935,Clarance,Jaggers,cjaggerspy@google.cn,Male,225.165.156.91,935,FB,1/29/2021,4,53.58,771,935,935,sell,95.51
936,Judas,Oloman,jolomanpz@edublogs.org,Male,119.208.165.203,936,AAPL,11/27/2020,10,694.57,803,936,936,buy,88.45
937,Nealson,Daouse,ndaouseq0@google.it,Male,169.232.84.40,937,AAPL,6/13/2020,21,725.65,8,937,937,sell,2.37
938,Lacey,Santhouse,lsanthouseq1@moonfruit.com,Female,31.204.250.77,938,FB,3/4/2021,23,279.57,292,938,938,buy,3.23
939,Rosette,Moraleda,rmoraledaq2@discuz.net,Female,200.165.44.194,939,FB,3/18/2020,2,782.33,880,939,939,sell,52.97
940,Germaine,Girardi,ggirardiq3@privacy.gov.au,Male,80.242.75.115,940,GOOGL,4/6/2021,1,451.68,193,940,940,sell,94.18
941,Gloria,Weinberg,gweinbergq4@trellian.com,Female,73.193.56.0,941,FB,9/10/2021,17,109.18,84,941,941,buy,67.38
942,Bent,Matherson,bmathersonq5@intel.com,Male,42.227.214.57,942,GOOGL,6/20/2020,20,98.34,476,942,942,sell,83.92
943,Joete,Davitashvili,jdavitashviliq6@google.es,Genderqueer,33.8.137.242,943,GOOGL,9/30/2020,1,124.55,621,943,943,sell,82.26
944,Mabelle,Bundock,mbundockq7@webeden.co.uk,Female,205.165.69.118,944,MSFT,12/14/2021,6,201.89,485,944,944,buy,2.8
945,Roosevelt,Antonazzi,rantonazziq8@hud.gov,Male,196.61.202.103,945,MSFT,10/4/2020,0,379.36,625,945,945,sell,92.52
946,Theodore,Vergine,tvergineq9@seattletimes.com,Agender,82.135.167.74,946,GOOGL,3/12/2020,23,923.15,505,946,946,sell,37.53
947,Corinne,Curragh,ccurraghqa@opera.com,Female,225.44.38.186,947,AMZN,5/14/2020,23,983.48,388,947,947,buy,46.47
948,Pru,Spacey,pspaceyqb@dailymotion.com,Female,145.212.123.18,948,GOOGL,12/10/2021,5,684.26,660,948,948,sell,21.97
949,Shanna,Northen,snorthenqc@gov.uk,Female,157.213.140.169,949,AAPL,11/12/2021,15,545.87,703,949,949,sell,39.83
950,Dionisio,Mathissen,dmathissenqd@behance.net,Male,218.108.63.222,950,AAPL,4/10/2021,6,340.47,929,950,950,sell,91.52
951,Collette,McCane,cmccaneqe@timesonline.co.uk,Female,94.97.160.243,951,AAPL,6/25/2021,5,772.14,58,951,951,buy,39.34
952,Annalise,Anthonsen,aanthonsenqf@bigcartel.com,Female,253.97.226.205,952,GOOGL,6/5/2021,18,672.94,948,952,952,buy,78.1
953,Hussein,Romanelli,hromanelliqg@newsvine.com,Male,184.9.62.154,953,MSFT,1/11/2021,19,691.95,758,953,953,sell,31.11
954,Burg,Perigo,bperigoqh@biblegateway.com,Agender,174.104.150.69,954,AAPL,1/29/2020,14,485.64,678,954,954,sell,81.55
955,Celle,O' Quirk,coquirkqi@google.fr,Female,130.163.154.112,955,GOOGL,8/7/2021,7,174.23,722,955,955,buy,86.99
956,Neal,Ferriby,nferribyqj@artisteer.com,Male,70.140.199.181,956,FB,8/8/2020,4,525.73,216,956,956,buy,9.74
957,Fonsie,Monier,fmonierqk@mozilla.org,Male,248.90.106.84,957,FB,6/27/2021,18,615.7,643,957,957,sell,4.54
958,June,Standley,jstandleyql@ox.ac.uk,Female,122.243.203.116,958,AAPL,2/22/2021,5,883.17,742,958,958,sell,2.68
959,Miranda,Cammock,mcammockqm@facebook.com,Female,97.163.191.119,959,AAPL,11/7/2021,0,496.92,750,959,959,sell,60.15
960,Erek,Buxton,ebuxtonqn@stanford.edu,Male,251.81.39.122,960,FB,11/1/2021,12,157.54,308,960,960,sell,71.97
961,Thacher,Daffey,tdaffeyqo@nsw.gov.au,Male,71.220.112.185,961,AMZN,2/7/2020,17,466.12,206,961,961,sell,75.69
962,Galina,Kingsbury,gkingsburyqp@addthis.com,Female,107.220.201.51,962,AMZN,4/21/2021,9,126.2,176,962,962,sell,91.49
963,Keith,Divis,kdivisqq@uiuc.edu,Male,221.163.45.43,963,GOOGL,4/7/2021,21,260.75,884,963,963,buy,44.42
964,Dianemarie,Meader,dmeaderqr@reddit.com,Female,236.61.61.77,964,GOOGL,12/3/2020,16,434.09,578,964,964,sell,43.69
965,Madison,Bloodworth,mbloodworthqs@abc.net.au,Male,137.222.116.145,965,GOOGL,9/10/2021,13,479.92,576,965,965,sell,78.64
966,Elicia,Manger,emangerqt@earthlink.net,Female,44.187.78.249,966,FB,5/13/2020,20,217.29,785,966,966,sell,77.4
967,Amargo,Stainbridge,astainbridgequ@goo.gl,Female,71.168.53.191,967,MSFT,2/11/2021,2,459.99,513,967,967,buy,29.84
968,Curtis,Evenett,cevenettqv@jimdo.com,Male,214.40.72.5,968,FB,4/5/2021,4,450.58,269,968,968,sell,53.61
969,Tobie,Hampe,thampeqw@mozilla.com,Male,53.76.252.166,969,MSFT,2/10/2021,18,492.15,559,969,969,buy,53.53
970,Hollyanne,Peel,hpeelqx@bluehost.com,Female,109.107.140.126,970,AAPL,1/24/2020,9,997.47,72,970,970,buy,83.54
971,Dalia,Skippen,dskippenqy@google.it,Female,64.230.27.190,971,AAPL,11/7/2021,13,175.11,893,971,971,buy,10.39
972,Verna,Comfort,vcomfortqz@timesonline.co.uk,Female,202.215.243.63,972,AAPL,2/17/2020,8,405.22,159,972,972,buy,56.44
973,Ranique,Finlry,rfinlryr0@behance.net,Female,36.20.71.183,973,FB,10/26/2020,13,324.32,671,973,973,buy,49.46
974,Lucie,Kalderon,lkalderonr1@apache.org,Female,37.155.207.176,974,FB,3/6/2021,19,8.05,814,974,974,sell,98.12
975,Laurice,Metterick,lmetterickr2@theatlantic.com,Female,233.212.248.155,975,MSFT,10/8/2020,18,871.92,347,975,975,buy,99.71
976,Angelina,Ceaser,aceaserr3@ezinearticles.com,Female,23.248.215.32,976,FB,4/4/2021,10,898.59,612,976,976,buy,86.11
977,Thorn,Breward,tbrewardr4@washingtonpost.com,Male,25.86.75.131,977,MSFT,9/20/2021,23,215.29,781,977,977,sell,63.23
978,Harwilll,Faustian,hfaustianr5@accuweather.com,Male,162.254.57.175,978,AAPL,3/21/2020,10,16.74,240,978,978,buy,25.98
979,Rhys,Todd,rtoddr6@blogs.com,Male,177.221.241.75,979,MSFT,3/31/2021,23,980.66,99,979,979,buy,36.79
980,Jillian,True,jtruer7@telegraph.co.uk,Female,217.43.54.125,980,GOOGL,6/4/2021,16,230.56,332,980,980,buy,70.14
981,Maryann,Farge,mfarger8@zdnet.com,Female,85.137.13.62,981,AMZN,11/26/2020,4,331.4,926,981,981,sell,65.47
982,Jaquelyn,Simonetti,jsimonettir9@home.pl,Bigender,172.72.241.224,982,MSFT,1/14/2021,22,341.11,689,982,982,buy,37.07
983,Devora,Aldersea,dalderseara@toplist.cz,Female,158.41.51.120,983,FB,3/24/2021,4,545.28,902,983,983,buy,73.01
984,Hurlee,Dowle,hdowlerb@macromedia.com,Male,246.46.86.162,984,AAPL,1/26/2020,18,51.99,538,984,984,buy,57.46
985,Sheffield,Feirn,sfeirnrc@creativecommons.org,Male,96.253.201.229,985,GOOGL,3/4/2020,17,227.54,391,985,985,sell,22.47
986,Tamra,Swiffan,tswiffanrd@sciencedirect.com,Female,78.247.54.251,986,FB,3/2/2020,0,259.72,917,986,986,buy,92.25
987,Ursuline,Earwicker,uearwickerre@eventbrite.com,Female,6.152.203.103,987,AMZN,6/3/2020,17,852.65,486,987,987,buy,36.69
